File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/roof_base_cont_insul=0/instance-out.sql,6991.04,2611.36,4379.67,215.59,194.37,225.21,206.49,221.06,221.65,225.44,252.80,212.13,214.38,211.15,211.10,733.20,576.45,525.92,340.89,235.56,130.69,60.14,59.89,150.87,338.51,550.67,676.87
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/roof_base_cont_insul=20/instance-out.sql,6708.68,2595.84,4112.84,214.51,193.52,224.38,205.67,219.82,219.68,222.44,250.35,211.21,213.70,210.35,210.21,684.14,537.77,495.03,323.77,227.18,127.32,59.59,57.97,142.28,313.98,513.93,629.88
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/slab_insulation_extent=2/instance-out.sql,6778.23,2598.02,4180.22,214.69,193.66,224.52,205.78,219.97,219.94,222.88,250.69,211.27,213.80,210.47,210.35,696.74,547.39,502.88,328.29,229.28,128.27,59.55,58.44,144.45,320.22,523.00,641.71
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/slab_insulation_extent=24/instance-out.sql,6775.70,2597.74,4177.96,214.69,193.66,224.51,205.77,219.94,219.89,222.80,250.61,211.25,213.79,210.47,210.35,695.94,546.90,502.61,328.28,229.41,128.25,59.69,58.56,144.56,320.09,522.63,641.04
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/supply_dhw_temp=130/instance-out.sql,6777.23,2598.07,4179.16,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.80,210.47,210.35,696.78,547.39,502.86,328.19,229.15,128.02,59.42,58.32,144.26,320.13,522.98,641.67
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/supply_dhw_temp=140/instance-out.sql,6778.41,2598.06,4180.35,214.69,193.66,224.52,205.78,219.97,219.95,222.90,250.70,211.27,213.79,210.47,210.35,696.87,547.48,502.96,328.28,229.25,128.13,59.53,58.42,144.36,320.23,523.08,641.76
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/wall_base_cavity_insul=19/instance-out.sql,6687.19,2584.98,4102.21,213.55,192.64,223.33,204.77,218.91,218.91,221.83,249.39,210.25,212.74,209.38,209.28,683.47,536.95,494.04,322.29,225.34,125.57,58.55,57.82,141.86,314.03,513.08,629.21
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/wall_base_cavity_insul=4/instance-out.sql,6744.83,2593.03,4151.80,214.25,193.27,224.06,205.39,219.56,219.55,222.48,250.20,210.88,213.39,210.06,209.94,691.67,543.64,499.64,326.15,227.87,127.30,59.19,58.23,143.54,317.99,519.41,637.17
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/wall_base_cont_insul=0/instance-out.sql,7191.35,2689.66,4501.68,222.33,200.43,232.30,212.84,227.67,227.68,231.05,260.31,218.87,221.02,217.65,217.50,756.27,592.46,538.69,350.50,243.90,135.96,63.04,61.33,154.00,345.06,565.22,695.24
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/office-medium/sensitivity/runs/wall_base_cont_insul=10/instance-out.sql,6703.52,2587.32,4116.20,213.75,192.83,223.54,204.95,219.10,219.09,222.02,249.62,210.43,212.93,209.58,209.47,685.84,538.84,495.44,323.47,226.02,125.94,58.80,57.93,142.37,315.15,514.92,631.47
