File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_office=2/instance-out.sql,8014.62,6311.21,1703.42,501.90,457.27,510.80,505.07,537.84,537.44,575.09,594.91,548.77,532.53,503.50,506.09,232.26,204.92,185.33,140.13,108.61,75.75,57.23,47.43,76.51,136.39,191.76,247.10
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_retail=0.5/instance-out.sql,7992.95,6283.03,1709.92,499.62,455.20,508.46,502.80,535.42,534.99,572.54,592.30,546.39,530.19,501.28,503.82,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/equipment_density_retail=2/instance-out.sql,8353.04,7341.52,1011.52,586.91,534.24,597.77,588.92,625.60,624.48,665.62,688.78,634.46,618.54,585.85,590.35,156.91,136.38,111.15,77.46,53.93,33.75,26.89,23.44,33.65,69.75,119.13,169.06
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/ext_light_w=11000/instance-out.sql,7946.65,6236.73,1709.92,494.60,451.06,504.37,499.47,532.41,532.44,569.71,589.07,542.66,525.82,496.57,498.55,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/ext_light_w=15000/instance-out.sql,8009.41,6299.48,1709.92,501.41,456.67,509.91,503.98,536.49,535.90,573.55,593.45,547.72,531.75,502.96,505.69,233.63,206.06,186.08,140.55,108.80,75.80,57.25,47.44,76.56,136.71,192.55,248.47
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/fan_eff=0.4/instance-out.sql,8075.45,6406.27,1669.19,509.62,464.26,518.51,512.74,545.93,545.59,583.82,603.73,556.81,540.42,511.01,513.84,227.92,201.11,181.75,137.12,106.01,74.02,56.16,46.66,74.56,133.13,187.97,242.77
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/fan_eff=0.7/instance-out.sql,7958.14,6228.38,1729.76,495.19,451.18,503.98,498.40,530.79,530.31,567.53,587.23,541.77,525.65,496.98,499.38,236.33,208.44,188.18,142.17,110.17,76.71,57.86,47.89,77.62,138.42,194.76,251.21
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/fan_eff_office=0.4/instance-out.sql,7995.10,6286.78,1708.33,499.93,455.48,508.77,503.10,535.74,535.32,572.88,592.65,546.70,530.51,501.58,504.12,233.30,205.78,185.89,140.45,108.76,75.79,57.26,47.44,76.55,136.63,192.33,248.13
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/fan_eff_office=0.7/instance-out.sql,7991.58,6280.44,1711.14,499.41,455.01,508.25,502.59,535.20,534.77,572.30,592.05,546.17,529.98,501.08,503.61,233.87,206.25,186.23,140.64,108.85,75.80,57.26,47.45,76.57,136.78,192.72,248.72
/Users/amine-lazrak/Documents/Big Ladder/RTF/modelkit-flannel~/models/pnw/retail-supermarket/sensitivity/runs/fan_eff_sales=0.4/instance-out.sql,7977.14,6405.28,1571.86,509.96,464.59,518.72,512.72,545.69,545.00,583.11,603.16,556.41,540.38,511.26,514.27,220.40,194.07,172.99,128.59,97.17,65.33,48.59,39.84,66.20,123.76,179.87,235.04
