File Name,Total Annual (GJ),Elec Annual (GJ),Gas Annual (GJ),Elec Jan (GJ),Elec Feb (GJ),Elec Mar (GJ),Elec Apr (GJ),Elec May (GJ),Elec Jun (GJ),Elec Jul (GJ),Elec Aug (GJ),Elec Sep (GJ),Elec Oct (GJ),Elec Nov (GJ),Elec Dec (GJ),Gas Jan (GJ),Gas Feb (GJ),Gas Mar (GJ),Gas Apr (GJ),Gas May (GJ),Gas Jun (GJ),Gas Jul (GJ),Gas Aug (GJ),Gas Sep (GJ),Gas Oct (GJ),Gas Nov (GJ),Gas Dec (GJ)
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/heating_setpoint_setback=70/instance-out.sql,1667.27,1078.43,588.84,91.17,81.70,90.30,85.26,88.93,88.41,93.99,101.00,89.41,89.29,87.61,91.36,108.53,87.74,64.15,39.87,24.53,14.28,12.33,12.49,14.11,32.21,70.51,108.11
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/internal_mass_area_ratio=1/instance-out.sql,1504.02,1046.43,457.59,87.85,78.81,87.41,82.76,86.53,86.14,91.52,98.24,87.39,87.03,84.78,87.98,82.45,67.76,49.38,30.27,19.20,13.50,12.24,12.46,13.22,23.44,51.79,81.88
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/internal_mass_area_ratio=3/instance-out.sql,1547.36,1086.89,460.47,90.75,81.38,90.51,85.64,89.79,89.96,96.03,103.34,90.97,90.06,87.66,90.79,85.39,70.04,48.99,28.40,16.84,12.77,12.18,12.43,12.55,21.60,53.43,85.83
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/lighting_controls=ADVANCED/instance-out.sql,1525.05,1067.69,457.36,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,83.69,68.70,49.07,29.20,17.84,13.02,12.20,12.44,12.79,22.37,52.43,83.61
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/lighting_controls=NONE/instance-out.sql,1525.05,1067.69,457.36,89.37,80.16,89.03,84.27,88.25,88.14,93.89,100.93,89.28,88.63,86.29,89.45,83.69,68.70,49.07,29.20,17.84,13.02,12.20,12.44,12.79,22.37,52.43,83.61
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/lighting_density_high=1/instance-out.sql,1524.73,1067.72,457.01,89.38,80.16,89.04,84.27,88.24,88.14,93.90,100.95,89.27,88.61,86.30,89.46,83.74,68.70,49.07,29.11,17.74,12.98,12.19,12.44,12.72,22.22,52.41,83.69
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/lighting_density_high=3/instance-out.sql,1529.14,1068.07,461.08,89.35,80.14,89.04,84.32,88.35,88.23,93.92,100.95,89.37,88.69,86.28,89.43,83.82,69.00,49.49,29.80,18.36,13.19,12.21,12.45,12.99,23.11,52.91,83.76
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/lighting_density_low=0.4/instance-out.sql,1544.60,1069.25,475.35,89.27,80.09,89.02,84.42,88.66,88.54,94.08,101.06,89.64,88.87,86.24,89.37,84.46,70.00,51.13,31.75,20.23,14.03,12.36,12.51,14.06,25.69,54.60,84.52
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/lighting_density_low=2/instance-out.sql,1522.79,1067.66,455.13,89.40,80.18,89.05,84.27,88.22,88.10,93.88,100.93,89.25,88.61,86.31,89.47,83.59,68.55,48.84,28.88,17.55,12.89,12.19,12.43,12.65,21.92,52.15,83.50
/Users/matthew-larson/Documents/My Projects/modelkit-flannel-edition/models/pnw/retail-strip-mall/sensitivity/runs/lighting_density_med=1/instance-out.sql,1526.53,1067.90,458.63,89.37,80.16,89.04,84.30,88.30,88.18,93.90,100.94,89.32,88.66,86.29,89.44,83.72,68.77,49.21,29.44,18.08,13.07,12.19,12.43,12.82,22.67,52.58,83.64
